OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
2645,003-0268,0159-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2646,003-0205,2715-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2647,003-0498,2852-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2648,032-0009,0199-000,Fer / Galet,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2649,004-0127,0590-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2650,095-0101,0184-000,Pétanque,Ville-Marie,Loisirs et détente
2651,004-0445,2854-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
2652,052-0053,0402-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
2653,066-0001,0411-000,Rugby / Soccer à 11,Ahuntsic-Cartierville,Sportif
2654,001-0003,2820-000,Abri soleil,Saint-Laurent,Plein air
2655,003-0362,0282-001,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2656,011-0002,2430-002,Aire de tir à l'arc,Lachine,Sportif
2657,073-0034,0199-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
2658,074-0024, ,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2659,076-0073, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2660,076-0052,2674-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
2661,004-0357,0966-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2662,043-0003,2914-000,Marina,Verdun,Plein air
2663,064-0019, ,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
2664,095-0014,0412-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
2665,004-0421,0186-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2666,045-0003,2460-000,Multisport,LaSalle,Sportif
2667,018-0117,2564-000,Basketball,Montréal-Nord,Récréatif
2668,016-0008,2812-000,Balle,Saint-Laurent,Sportif
2669,021-0048,0101-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2670,095-0019,0414-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
2671,013-0028,2893-000,Aire d'exercice canin,Verdun,Loisirs et détente
2672,005-0019,2707-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
2673,055-0053,0345-000,Piscine extérieure,Le Sud-Ouest,Récréatif
2674,016-0094,0170-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2675,053-0049,0166-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2676,003-0110,2418-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
2677,095-0047,0146-000,Pétanque,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
2678,016-0147,0091-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
2679,021-0053,2851-000,Bocce,Saint-Léonard,Loisirs et détente
2680,013-0037,0279-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2681,003-0190,0565-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2682,081-0072,0398-000,Tennis,Le Sud-Ouest,Sportif
2683,042-0073,2896-000,Jeux d'eau,Verdun,Récréatif
2684,021-0024,2705-000,Bocce,Pierrefonds-Roxboro,Loisirs et détente
2685,003-0192,0252-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2686,003-0049,0233-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2687,018-0002,2795-000,Basketball,Saint-Laurent,Récréatif
2688,003-0295,2894-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2689,073-0029,0950-001,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
2690,009-0046, ,Aire de pique-nique,Montréal-Nord,Plein air
2691,045-0002,0151-000,Multisport,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2692,081-0084,2562-000,Tennis,Montréal-Nord,Sportif
2693,018-0024,0010-000,Basketball,Ahuntsic-Cartierville,Récréatif
2694,073-0093,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2695,010-0006,2398-000,Aire de planche à roulette,Lachine,Récréatif
2696,076-0059,2366-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
2697,020-0008,2723-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
2698,003-0455,0119-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2699,016-0136,0097-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
2700,003-0493,2013-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
2701,055-0060,2551-000,Piscine extérieure,Montréal-Nord,Récréatif
2702,016-0026,1801-002,Balle,Ahuntsic-Cartierville,Sportif
2703,003-0089,0014-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2704,089-0062,2853-000,Volleyball de plage,Saint-Léonard,Récréatif
2705,021-0034,0363-000,Bocce,Le Sud-Ouest,Loisirs et détente
2706,069-0001,9543-000,Sentier de raquette,Saint-Laurent,Plein air
2707,018-0031,2394-000,Basketball,Lachine,Récréatif
2708,003-0472,0091-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2709,076-0014,0025-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
2710,004-0294,2459-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2711,023-0001,2685-000,Boulingrin,Pierrefonds-Roxboro,Loisirs et détente
2712,004-0195,2667-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2713,012-0037,0109-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2714,067-0013, ,Scène,Montréal-Nord,Loisirs et détente
2715,077-0001,0025-000,Soccer à 9,Ahuntsic-Cartierville,Sportif
2716,003-0059,0910-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2717,093-0001,0971-000,Agilité canine,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2718,053-0088,0088-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
2719,004-0069,0455-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2720,076-0060,2350-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
2721,081-0036,2651-000,Tennis,Pierrefonds-Roxboro,Sportif
2722,005-0010,0945-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2723,034-0006,2893-000,Football,Verdun,Sportif
2724,065-0002,0202-000,Patinoire 4 saisons,Rosemont-La Petite-Patrie,Récréatif
2725,050-0024,2394-000,Pataugeoire,Lachine,Récréatif
2726,003-0250, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2727,073-0055-76-S2,0156-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2728,073-0056-76-S1, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2729,095-0003,2815-000,Pétanque,Saint-Laurent,Loisirs et détente
2730,003-0082,0022-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2731,075-0066,0495-000,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
2732,073-0079, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2733,004-0145,0937-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2734,089-0007,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2735,073-0083,1648-286,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2736,003-0214,2662-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2737,021-0042,2564-000,Bocce,Montréal-Nord,Loisirs et détente
2738,076-0071, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2739,071-0043,9502-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2740,016-0017,0426-000,Balle,Ahuntsic-Cartierville,Sportif
2741,050-0025,0202-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
2742,004-0242,0151-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2743,032-0003,0024-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2744,012-0056,2857-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
2745,003-0361,0343-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2746,052-0027,0411-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2747,089-0014,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2748,074-0025-76-S2,1083-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2749,003-0371,0363-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2750,063-0008,9502-000,Quai,L'Île-Bizard-Sainte-Geneviève,Plein air
2751,004-0463,1102-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2752,003-0016,2807-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2753,004-0199,2704-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2754,042-0031,2397-000,Jeux d'eau,Lachine,Récréatif
2755,003-0142,1090-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2756,005-0038,2858-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
2757,076-0065,1860-013,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2758,071-0013,9542-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2759,071-0063,2701-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
2760,053-0027,0126-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2761,003-0107,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2762,049-0003, ,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2763,071-0061,0109-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
2764,005-0005,1087-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2765,016-0120,0704-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2766,089-0035,0391-000,Volleyball de plage,Ville-Marie,Récréatif
2767,031-0007,0401-000,Étang / lac,Villeray-Saint-Michel-Parc-Extension,Plein air
2768,042-0088,2442-000,Jeux d'eau,LaSalle,Récréatif
2769,049-0004,0047-000,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2770,095-0038,0198-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2771,003-0012,2803-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2772,009-0026,2368-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
2773,095-0083,0094-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2774,075-0056,2475-003,Soccer à 4-5,LaSalle,Sportif
2775,004-0189,2662-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2776,067-0004,0292-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
2777,003-0164,0937-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2778,042-0063,0166-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2779,004-0095,2430-007,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2780,004-0333,0970-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2781,076-0009,0046-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2782,072-0003,2797-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2783,073-0091,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2784,016-0091,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2785,072-0025,1140-000,Anneau / Rond de glace,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2786,071-0018,0010-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2787,076-0005,2807-000,Soccer à 7,Saint-Laurent,Sportif
2788,003-0010,2801-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2789,003-0043,0594-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2790,050-0037,0946-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
2791,051-0004,2556-000,Patinoire réfrigérée / Basketball,Montréal-Nord,Récréatif
2792,055-0023,0401-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
2793,064-0006,9503-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
2794,042-0060,0159-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2795,058-0002,2818-000,Piste d'athlétisme (400m) et équipements,Saint-Laurent,Sportif
2796,016-0068,0402-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2797,042-0134,2011-000,Jeux d'eau,Anjou,Récréatif
2798,037-0008,9502-000,Grève / Plage,L'Île-Bizard-Sainte-Geneviève,Plein air
2799,004-0460,0043-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2800,005-0026,2948-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2801,003-0474,0106-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2802,018-0112,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2803,003-0351,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2804,089-0015,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2805,016-0096,2893-000,Balle,Verdun,Sportif
2806,004-0203,2676-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2807,009-0010,2790-000,Aire de pique-nique,Saint-Laurent,Plein air
2808,033-0002,0341-000,Ferme,Le Sud-Ouest,Loisirs et détente
2809,055-0058,0697-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2810,016-0065,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2811,076-0036,0885-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2812,076-0129,0102-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
2813,003-0276,0156-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2814,064-0004,2405-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
2815,005-0024,2357-000,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2816,059-0003, ,Piste d'athlétisme (440m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
2817,052-0062,2651-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
2818,013-0008,0236-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
2819,042-0096,2459-000,Jeux d'eau,LaSalle,Récréatif
2820,003-0497,2869-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2821,072-0028,2556-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
2822,004-0210,2700-005,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2823,018-0098,2466-000,Basketball,LaSalle,Récréatif
2824,010-0008,0206-000,Aire de planche à roulette,Rosemont-La Petite-Patrie,Récréatif
2825,028-0002,0023-000,Croquet,Ahuntsic-Cartierville,Récréatif
2826,069-0009,9562-000,Sentier de raquette,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2827,027-0003,1820-001,Cricket,Verdun,Sportif
2828,010-0016,0159-000,Aire de planche à roulette,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2829,071-0002,2800-000,Sentier pédestre,Saint-Laurent,Plein air
2830,056-0006,1257-000,Piste cyclable,Ville-Marie,Plein air
2831,008-0001,9541-000,Aire de pêche autorisée,Ahuntsic-Cartierville,Plein air
2832,022-0001,9502-000,Boisé,L'Île-Bizard-Sainte-Geneviève,Plein air
2833,018-0045,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2834,009-0038,0348-000,Aire de pique-nique,Le Sud-Ouest,Plein air
2835,072-0018,2610-000,Anneau / Rond de glace,Outremont,Loisirs et détente
2836,002-0028,1267-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2837,075-0038,,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2838,031-0001,3814-000,Étang / lac,Saint-Laurent,Plein air
2839,012-0009,0025-000,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
2840,089-0024,0005-000,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2841,050-0094,2014-000,Pataugeoire,Anjou,Récréatif
2842,095-0068,0678-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2843,070-0003,9541-000,Sentier de ski de fond,Ahuntsic-Cartierville,Plein air
2844,004-0348,1262-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2845,052-0039,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
2846,004-0041, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2847,073-0028,0950-001,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
2848,021-0023,2675-000,Bocce,Pierrefonds-Roxboro,Loisirs et détente
2849,018-0140,2855-000,Basketball,Saint-Léonard,Récréatif
2850,009-0015,2653-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2851,042-0004,2802-000,Jeux d'eau,Saint-Laurent,Récréatif
2852,016-0075,2652-000,Balle,Pierrefonds-Roxboro,Sportif
2853,052-0021, ,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2854,009-0044,2550-000,Aire de pique-nique,Montréal-Nord,Plein air
2855,003-0311,2910-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2856,095-0040,1289-000,Pétanque,Ville-Marie,Loisirs et détente
2857,052-0036,2398-000,Patinoire avec bandes,Lachine,Récréatif
2858,016-0004,2799-000,Balle,Saint-Laurent,Sportif
2859,073-0010,0424-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2860,095-0027,0206-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2861,005-0018,2705-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
2862,004-0163,1289-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2863,081-0038,2656-000,Tennis,Pierrefonds-Roxboro,Sportif
2864,071-0045,2354-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2865,004-0225,2700-006,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2866,016-0160,2858-000,Balle,Saint-Léonard,Sportif
2867,074-0011,1806-200,Soccer / Football,Ville-Marie,Sportif
2868,003-0172,2621-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2869,003-0063,0064-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2870,042-0094,2454-000,Jeux d'eau,LaSalle,Récréatif
2871,071-0049,2914-000,Sentier pédestre,Verdun,Plein air
2872,073-0054-76-S1,0166-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2873,095-0110,2560-000,Pétanque,Montréal-Nord,Loisirs et détente
2874,070-0027,0170-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
2875,076-0050,,Soccer à 7,Pierrefonds-Roxboro,Sportif
2876,006-0001,1267-000,Aire de jeu pour adolescents,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2877,012-0027,0698-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2878,081-0065,2459-000,Tennis,LaSalle,Sportif
2879,076-0149,2850-000,Soccer à 7,Saint-Léonard,Sportif
2880,073-0095,0482-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2881,042-0114,0692-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2882,050-0021,2391-000,Pataugeoire,Lachine,Récréatif
2883,003-0123,0221-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2884,016-0033,0413-000,Balle,Ahuntsic-Cartierville,Sportif
2885,016-0049,0212-000,Balle,Rosemont-La Petite-Patrie,Sportif
2886,081-0088,0083-000,Tennis,Mercier-Hochelaga-Maisonneuve,Sportif
2887,016-0076,2653-000,Balle,Pierrefonds-Roxboro,Sportif
2888,075-0073,2853-000,Soccer à 4-5,Saint-Léonard,Sportif
2889,016-0067,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2890,031-0013,2909-000,Étang / lac,Verdun,Plein air
2891,073-0018,0011-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2892,009-0008,2817-000,Aire de pique-nique,Saint-Laurent,Plein air
2893,095-0056,0597-001,Pétanque,Le Sud-Ouest,Loisirs et détente
2894,004-0373,0921-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2895,004-0264,2903-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2896,055-0067,2002-000,Piscine extérieure,Anjou,Récréatif
2897,003-0240,2689-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2898,095-0075,0102-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2899,050-0004,2790-000,Pataugeoire,Saint-Laurent,Récréatif
2900,004-0451,1293-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2901,071-0015,0005-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2902,052-0129,2852-000,Patinoire avec bandes,Saint-Léonard,Récréatif
2903,076-0007,0224-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2904,013-0047,,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2905,021-0006,0024-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
2906,018-0118,2564-000,Basketball,Montréal-Nord,Récréatif
2907,076-0117,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2908,048-0012,2814-000,Palet,Saint-Laurent,Loisirs et détente
2909,058-0017,1860-014,Piste d'athlétisme (400m) et équipements,Montréal-Nord,Sportif
2910,004-0261,2932-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2911,058-0005,0206-000,Piste d'athlétisme (400m) et équipements,Rosemont-La Petite-Patrie,Sportif
2912,073-0099,0083-000,Soccer à 11 - Stade Saputo,Mercier-Hochelaga-Maisonneuve,Sportif
2913,003-0055,0224-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2914,004-0068,0411-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2915,004-0035,0046-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2916,016-0156,2854-000,Balle,Saint-Léonard,Sportif
2917,004-0418,0094-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2918,072-0014,3814-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2919,081-0027,0401-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
2920,076-0016,0010-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
2921,034-0013,2812-000,Football,Saint-Laurent,Sportif
2922,001-0010,0401-000,Abri soleil,Villeray-Saint-Michel-Parc-Extension,Plein air
2923,067-0008,0937-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2924,016-0066,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2925,004-0032,3805-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2926,018-0009,2811-000,Basketball,Saint-Laurent,Récréatif
2927,050-0016,0004-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
2928,003-0477,0056-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2929,087-0001,0126-000,Ultimate frisbee,Rosemont-La Petite-Patrie,Sportif
2930,004-0250,0179-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2931,004-0383,2564-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2932,089-0058,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
2933,004-0315,0343-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2934,053-0064,2450-000,Patinoire sans bandes,LaSalle,Récréatif
2935,073-0043,2698-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2936,052-0011,2798-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2937,053-0034,0402-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
2938,054-0020,0209-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2939,012-0044,1215-000,Aire d'entraînement pour adultes,LaSalle,Loisirs et détente
2940,004-0425,0101-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2941,042-0142,1293-000,Jeux d'eau,Le Sud-Ouest,Récréatif
2942,018-0023,0411-000,Basketball,Ahuntsic-Cartierville,Récréatif
2943,005-0025,2919-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2944,018-0141,2858-000,Basketball,Saint-Léonard,Récréatif
2945,004-0320,0260-002,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2946,095-0054,0348-000,Pétanque,Le Sud-Ouest,Loisirs et détente
2947,001-0011,0560-000,Abri soleil,Ville-Marie,Plein air
2948,003-0153,0401-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2949,071-0028,2413-000,Sentier pédestre,Lachine,Plein air
