"no_secteur","nom_secteur","telephone","cd_site","nom_site","descr_type_site","no_civique","nom_rue","code_postal","no_plateau","nom_plateau","capacite","descr_type_plateau","ind_sans_reserv"
"2","Secteur 2","450 662-4902","FONT","PARC ROGER-PROVOST","Parc","265","Boulevard Léger","H7G3T4","2346","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","FONT","PARC ROGER-PROVOST","Parc","265","Boulevard Léger","H7G3T4","2348","TERRAIN DE PÉTANQUE","","Terrain de pétanque","O"
"2","Secteur 2","450 662-4902","FONT","PARC ROGER-PROVOST","Parc","265","Boulevard Léger","H7G3T4","2349","PATINOIRE EXT. HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","226","SALLE 005","130","Salle polyvalente","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","228","LOCAL 110","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","229","LOCAL 203","25","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","230","LOCAL 204","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","231","LOCAL 205","40","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","232","LOCAL 206","40","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","288","LOCAL 214","50","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","294","LOCAL 104","20","Local permanent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","295","LOCAL 207","10","Local polyvalent","O"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","22237","CUISINE","12","Local polyvalent","N"
"2","Secteur 2","450 662-4902","LDR","C.C. LAVAL-DES-RAPIDES","Centre communautaire","387","Boulevard des Prairies","H7N2W4","22285","LOCAL 015","15","Local polyvalent","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","215","TENNIS - ROSAIRE-GAUTHIER","","Terrain de tennis","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","267","TERRAIN DE BASEBALL 2","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","268","TERRAINS DE BASEBALL 1","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","269","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","291","SALLE POLYVALENTE","40","Salle polyvalente","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","2367","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","2368","JEUX D'EAU","","Jeu d'eau","N"
"2","Secteur 2","450 662-4902","MAR","PARC ROSAIRE-GAUTHIER","Parc","125","Boulevard Lévesque Est","H7E2P3","2396","VOLLEYBALL","","Terrain de volleyball","N"
"2","Secteur 2","450 662-4902","MON","PARC DE MONTCEAU","Parc","315","RUE DE MONTCEAU","","216","TENNIS - DE MONTCEAU","","Terrain de tennis","N"
"2","Secteur 2","450 662-4902","MON","PARC DE MONTCEAU","Parc","315","RUE DE MONTCEAU","","2310","TERRAIN BOCCE","","Terrain de bocce","N"
"2","Secteur 2","450 662-4902","MON","PARC DE MONTCEAU","Parc","315","RUE DE MONTCEAU","","2353","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","249","TERRAIN DE MINI SOCCER 1","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","250","TERRAIN DE MINI SOCCER 2","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","251","TERRAIN DE MINI SOCCER 3","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","252","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","293","SALLE POLYVALENTE","30","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","2305","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","2358","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","2359","PATINOIRE EXT. HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","2360","PATINOIRE EXT. LIBRE","","Patinoire extérieure - libre","O"
"2","Secteur 2","450 662-4902","MONT","PARC PAUL-MARCEL-MAHEU","Parc","327","Rue Montmorency","","2389","GLISSADE HIVERNALE","","Autre","O"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","273","TERRAIN DE MINI SOCCER","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","274","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","2364","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","2365","ESTRADE","","Estrade","O"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","2366","PATINOIRE EXT. HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","2390","JARDIN COMMUNAUTAIRE","","Parc","O"
"2","Secteur 2","450 662-4902","PAT","PARC PATENAUDE","Parc","80","Rue Ouimet Est","H7G2H3","22239","HOCKEY BALLE","","Terrain de hockey extérieur (cosom)","N"
"2","Secteur 2","450 662-4902","PCAR","PARC CARTIER","Parc","100","Montée Major","H7N4S4","272","GRAND TERRAIN SOCCER-FOOTBALL","","Soccer / Football","N"
"2","Secteur 2","450 662-4902","PCAR","PARC CARTIER","Parc","100","Montée Major","H7N4S4","2446","CHAMBRE 6","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","PCAR","PARC CARTIER","Parc","100","Montée Major","H7N4S4","2447","CHAMBRE 5","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","PCAR","PARC CARTIER","Parc","100","Montée Major","H7N4S4","11111","MINI TERRAIN 1 -COTÉ ARENA-","","Terrain de soccer","O"
"2","Secteur 2","450 662-4902","PCAR","PARC CARTIER","Parc","100","Montée Major","H7N4S4","22222","MINI TERRAIN 2 -COTÉ PISCINE-","","Terrain de soccer","O"
"2","Secteur 2","450 662-4902","PCL","PLACE CLAUDE-LÉVEILLÉE","Autre","","","","22260","PLACE PUBLIQUE","1000","Autre","N"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2362","JEUX ENFANTS","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2363","PATINOIRE EXT. LIBRE","","Patinoire extérieure - libre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2382","CHALET","","Salle polyvalente","N"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2388","SENTIERS MARCHE SKI DE FOND","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2391","TERRASSE AVANT","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2392","ESPACE PIQUE-NIQUE","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2393","PLAINE","","Autre","N"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2394","PISTE CYCLABLE","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2395","ÉTANG","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","2483","GLISSADE","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","22233","PARCOURS TREK FIT","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","22273","FRÉQUENTATION","","Autre","O"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","22282","PLANCHER DE DANSE","","Autre","N"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","22286","ZONE BBQ","","Autre","N"
"2","Secteur 2","450 662-4902","PDP","PARC BERNARD-LANDRY","Parc","","","","22287","SENTIER DE MARCHE","","Autre","N"
"2","Secteur 2","450 662-4902","PG","PARC GAUTHIER","Parc","100","AVENUE DU PACIFIQUE","H7N3X8","2304","TERRAIN MINI SOCCER","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","240","SALLE 115 - ABCD","100","Salle polyvalente","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","241","LOCAL 202","20","Local polyvalent","O"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","242","LOCAL 206 -20P","20","Local polyvalent","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","243","LOCAL 208 - 50P","50","Local polyvalent","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","2381","LOCAL 209","15","Local polyvalent","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","2464","LOCAL 209","","Local permanent","O"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","2467","BUREAU MONITEUR","","Local permanent","O"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","2470","LOCAL 116 CUISINE","2","Local polyvalent","N"
"2","Secteur 2","450 662-4902","REN","C.C. RAYMOND-FORTIN","Centre communautaire","1885","Avenue Dumouchel","H7S1J7","22262","LOCAL 114","35","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","203","PISC. EXT. - SAINT-CLAUDE","","Piscine extérieure","N"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","244","TERRAIN DE BASEBALL 1","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","247","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","2311","TERRAIN SOCCER 7X7","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","2372","PATINOIRE EXT. HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","SCL","PARC SAINT-CLAUDE","Parc","99","7E RUE","H7N2C8","2386","PATAU. EXT.-ST-CLAUDE","","Pataugeoire","N"
"2","Secteur 2","450 662-4902","SM","PARC ST-MAURICE","Parc","800","RUE DE LOURDES","H7G4B2","2375","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","SM","PARC ST-MAURICE","Parc","800","RUE DE LOURDES","H7G4B2","22229","PATINOIRE HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","SM","PARC ST-MAURICE","Parc","800","RUE DE LOURDES","H7G4B2","22231","PATINOIRE EXT. LIBRE","","Patinoire extérieure - libre","O"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","233","SALLE  105 - 170P.","170","Salle polyvalente","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","234","LOCAL 201","35","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","235","LOCAL 202 - 25P.","25","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","236","LOCAL 203 - 30P.","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","237","LOCAL 206 - 30P.","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","238","LOCAL 209 - 35P.","35","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","239","LOCAL 210 - 35P.","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","2471","LOCAL 101 BML","","Local permanent","O"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","2478","LOCAL 204","30","Local permanent","O"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","2479","LOCAL 205","30","Local polyvalent","N"
"2","Secteur 2","450 662-4902","STL","C.C. ST-LOUIS","Centre communautaire","25","Rue Saint-Louis","H7G4W3","22276","LOCAL 110 - 35P.","35","Local polyvalent","O"
"2","Secteur 2","450 662-4902","WIP","PARC WILFRID-PELLETIER","Parc","1865","Boulevard Tessier","","213","PISC. EXT. - WILFRID-PELLETIER","","Piscine extérieure","N"
"2","Secteur 2","450 662-4902","WIP","PARC WILFRID-PELLETIER","Parc","1865","Boulevard Tessier","","218","TENNIS - WILFRID-PELLETIER","","Terrain de tennis","O"
"2","Secteur 2","450 662-4902","WIP","PARC WILFRID-PELLETIER","Parc","1865","Boulevard Tessier","","2377","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","WIP","PARC WILFRID-PELLETIER","Parc","1865","Boulevard Tessier","","2385","PATAU. EXT.-WILFRID-PELLETIER","","Pataugeoire","N"
"3","Secteur 3","450 978-8903","ACHO","ARÉNA CHOMEDEY","Aréna","1160","Boulevard Pie-X","H7V3B5","338","PATINOIRE INTÉRIEURE","","Patinoire intérieure","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","307","PISC. EXT. - BERTHIAUME","","Piscine extérieure","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","314","TENNIS-BERTHIAUME-DU TREMBLAY","","Terrain de tennis","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","360","TERRAIN SYNTHÉ SOCCER FOOTBALL","","Soccer / Football","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3130","JEUX D'ENFANTS","","Modules de jeux","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3204","PATAU. EXT. - BERTHIAUME","","Pataugeoire","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3232","PATINOIRE LIBRE","","Patinoire extérieure - libre","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3263","TERRAIN DE SOCCER NATUREL","","Terrain de soccer","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3280","MINI 5V5 A","","Terrain de soccer","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3281","MINI 5V5 B","","Terrain de soccer","N"
"3","Secteur 3","450 978-8903","BER","PARC BERTHIAUME-DU TREMBLAY","Parc","4250","Boulevard Lévesque Ouest","H7W2P8","3282","MINI 5V5 C","","Terrain de soccer","O"
"3","Secteur 3","450 978-8903","BOU","PARC BOUTILLIER","Parc","1124","RUE LE BOUTILLIER","H7W0E1","3286","TERRAINS TENNIS","3","Terrain de tennis","N"
"3","Secteur 3","450 978-8903","BOU","PARC BOUTILLIER","Parc","1124","RUE LE BOUTILLIER","H7W0E1","3294","PATINOIRE EXTÉRIEUR","","Patinoire extérieure - hockey","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","304","002 CJ - CAMPEAU","75","Camp de jour","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","315","GRANDE SALLE - 140 PERS.","140","Salle polyvalente","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","316","SALLE 101 - 30 PERS.","30","Salle polyvalente","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","317","SALLE 102 - 30 PERS.","30","Salle polyvalente","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","318","120 AU PANIER DE CHOMEDEY","","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","319","207 SALLE 207 - 8 PERS","8","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","323","208 - DANSE LOISIRS CHOEMDEY","30","Salle de danse","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","339","SALLE 209 - ENFANT DABORD","","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3157","SALLE 112 - 30 PERS","30","Salle polyvalente","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3158","SALLE 119 - 30 PERS.","30","Salle polyvalente","N"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3159","204 LOISIRS ST-MAXIME","","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3160","206 FOOTBALL BLUES","","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3161","207 ENFANT D'ABORD","","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3162","210 COORDINATION CONCERTATION","20","Local permanent","O"
"3","Secteur 3","450 978-8903","CAM","C.C. JEAN-PAUL-CAMPEAU","Centre communautaire","3781","Boulevard Lévesque Ouest","H7V1G5","3222","CUISINE","10","Local polyvalent","N"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","350","TERRAIN DE BASKETBALL","","Terrain de basketball","N"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","3132","JEUX  D'ENFANTS","","Modules de jeux","N"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","3182","AUTRES","","Autre","O"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","3217","CHALET","","Autre","N"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","3218","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"3","Secteur 3","450 978-8903","CAMP","PARC CAMPEAU","Parc","4560","4e Rue","","3246","MINI","","Terrain de soccer","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","352","TERRAIN DE BASKETBALL","","Terrain de basketball","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","394","PATINOIRES EXTÉRIEURE","","Patinoire extérieure - promenade","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3125","JEUX D'ENFANTS","","Modules de jeux","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3133","TERRAIN VOLLEYBALL","","Terrain de volleyball","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3134","JEUX D'EAU","","Jeu d'eau","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3211","CHALET","","Autre","O"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3278","PATINOIRE MINI-HOCKEY","","Patinoire extérieure - hockey","N"
"3","Secteur 3","450 978-8903","COC","PARC DES COCCINELLES","Parc","750","73e Avenue","H7W4R2","3295","COFFRE À JEUX","","Autre","N"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3183","CABP000 - CUISINE","15","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3184","CABP101 - SALON","30","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3185","102 - ENTREPÔT DJINNS","","Local permanent","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3186","103- BUREAU MONITEUR","","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3187","104 - ALPAP","","Local permanent","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3188","CABP200 - GS","30","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3189","CABP201","15","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3190","CABP202 - RANGEMENT","","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3191","203 - DÉFI DE LAVAL","","Local permanent","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3192","CABP205 - RANGEMENT","","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3193","CABP206","5","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3194","207 - ARTS PHOTOGRAPHIQUES","","Local permanent","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3195","1- MAISON HISTORIQUE","","Autre","O"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3196","3- CAFÉ DE LA GRANGE","30","Autre","N"
"3","Secteur 3","450 978-8903","COMPL","COMPLEXE B. PAPINEAU","Centre communautaire","5475","BOULEVARD SAINT-MARTIN OUEST","H7T2X7","3197","4- THÉÂTRE GRANGERIT","150","Autre","N"
